,Unnamed: 0,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,predicted_value
816,19084,-122.55,38.42,24.0,2220.0,411.0,894.0,365.0,4.2891,211700.0,<1H OCEAN,246200.01
817,9138,-118.22,34.52,7.0,4524.0,735.0,2298.0,717.0,6.5538,311600.0,INLAND,248542.0
818,4185,-118.23,34.13,34.0,609.0,149.0,407.0,145.0,4.5766,185800.0,<1H OCEAN,229606.02
819,14294,-117.13,32.72,43.0,2160.0,504.0,1221.0,452.0,2.4821,140600.0,NEAR OCEAN,152627.0
820,2917,-119.03,35.36,41.0,1944.0,363.0,977.0,388.0,3.9097,81300.0,INLAND,93482.0
821,15623,-122.41,37.8,52.0,3278.0,775.0,1279.0,709.0,5.4378,500001.0,NEAR BAY,426800.47
822,16048,-122.46,37.72,37.0,1833.0,388.0,1093.0,363.0,3.0703,211800.0,NEAR OCEAN,264170.02
823,7665,-118.07,33.93,5.0,906.0,187.0,1453.0,158.0,4.125,171900.0,<1H OCEAN,161370.0
824,17694,-121.82,37.28,33.0,2873.0,489.0,1946.0,475.0,5.0709,176400.0,<1H OCEAN,235900.03
825,9845,-121.9,36.58,31.0,1431.0,,704.0,393.0,3.1977,289300.0,NEAR OCEAN,289269.0
826,6349,-117.94,34.15,33.0,859.0,144.0,421.0,138.0,4.4821,220100.0,INLAND,236680.0
827,16458,-121.3,38.13,26.0,2256.0,360.0,937.0,372.0,5.0528,153700.0,INLAND,152432.0
828,4712,-118.36,34.06,39.0,2810.0,670.0,1109.0,624.0,3.25,355000.0,<1H OCEAN,358091.07
829,5791,-118.23,34.14,33.0,2865.0,864.0,2061.0,790.0,2.6268,201300.0,<1H OCEAN,197867.0
830,17206,-119.72,34.43,27.0,984.0,299.0,777.0,313.0,2.5694,275000.0,<1H OCEAN,252006.02
831,9735,-121.76,36.75,21.0,1141.0,257.0,671.0,195.0,3.8424,155700.0,<1H OCEAN,248319.03
832,14120,-117.09,32.74,23.0,3130.0,779.0,2472.0,744.0,2.32,93200.0,NEAR OCEAN,119433.0
833,7182,-118.19,34.04,39.0,1074.0,323.0,1613.0,308.0,2.3015,131700.0,<1H OCEAN,145215.0
834,8538,-118.36,33.89,34.0,760.0,174.0,723.0,198.0,5.3169,227600.0,<1H OCEAN,285642.01
835,7038,-118.09,33.96,20.0,1911.0,472.0,1407.0,465.0,2.7647,163000.0,<1H OCEAN,165545.0
836,9445,-119.9,37.49,13.0,2230.0,443.0,920.0,361.0,3.0,112000.0,INLAND,112499.0
837,10403,-117.49,33.64,3.0,8874.0,1302.0,3191.0,1027.0,6.8588,302000.0,<1H OCEAN,300104.0
838,16306,-121.36,38.01,16.0,926.0,230.0,451.0,198.0,4.0221,173300.0,INLAND,145018.0
839,13502,-117.35,34.16,36.0,1717.0,348.0,1054.0,279.0,2.4444,73400.0,INLAND,87835.0
840,8774,-118.35,33.8,19.0,6224.0,1105.0,3152.0,1076.0,5.9541,500001.0,<1H OCEAN,323779.04
841,14564,-117.2,32.84,34.0,3353.0,544.0,1583.0,571.0,4.55,187700.0,NEAR OCEAN,227300.01
842,3462,-118.46,34.32,10.0,5777.0,1112.0,2917.0,1056.0,4.1514,194100.0,<1H OCEAN,211599.0
843,18469,-121.6,37.13,14.0,9483.0,1361.0,4108.0,1281.0,7.5,344500.0,<1H OCEAN,370837.04
844,8367,-118.35,33.98,33.0,1884.0,477.0,1518.0,449.0,3.1194,152800.0,<1H OCEAN,209531.0
845,1261,-121.72,38.0,7.0,7957.0,1314.0,4460.0,1293.0,4.9618,156500.0,INLAND,162367.0
846,11482,-117.99,33.73,24.0,2104.0,421.0,1181.0,414.0,3.8365,250900.0,<1H OCEAN,200118.0
847,17677,-121.85,37.33,16.0,2987.0,874.0,4241.0,841.0,2.8024,127900.0,<1H OCEAN,170151.0
848,10798,-117.93,33.62,33.0,1890.0,416.0,859.0,329.0,4.5658,500001.0,<1H OCEAN,407076.46
849,2194,-120.02,36.8,25.0,1270.0,255.0,1050.0,245.0,2.1618,55300.0,INLAND,62536.0
850,16893,-122.38,37.58,52.0,1704.0,226.0,671.0,243.0,8.4704,500001.0,NEAR OCEAN,491776.9
851,10898,-117.84,33.74,22.0,6072.0,1802.0,4715.0,1666.0,3.1353,121400.0,<1H OCEAN,179455.01
852,11319,-117.98,33.77,7.0,2252.0,570.0,1576.0,550.0,3.6333,169800.0,<1H OCEAN,164534.0
853,9337,-122.59,37.97,46.0,4036.0,856.0,1872.0,833.0,4.5625,275200.0,NEAR OCEAN,332050.03
854,3056,-119.35,35.59,14.0,2719.0,502.0,1497.0,457.0,3.176,71800.0,INLAND,83151.0
855,10024,-121.24,39.22,14.0,983.0,163.0,399.0,161.0,2.2917,145100.0,INLAND,124108.0
856,6159,-117.96,34.08,28.0,2831.0,552.0,2330.0,557.0,3.9741,173100.0,<1H OCEAN,177876.0
857,10576,-117.7,33.64,15.0,5743.0,773.0,2380.0,773.0,8.1926,326600.0,<1H OCEAN,379479.03
858,13343,-117.65,34.04,28.0,2360.0,607.0,2623.0,592.0,2.5048,100000.0,INLAND,117396.0
859,1327,-121.9,38.02,5.0,1560.0,369.0,1037.0,372.0,3.6154,181800.0,INLAND,144975.0
860,6951,-118.07,33.99,41.0,1204.0,252.0,1002.0,248.0,3.0577,163300.0,<1H OCEAN,162924.0
861,5000,-118.28,33.99,49.0,2174.0,481.0,1861.0,484.0,1.7159,95000.0,<1H OCEAN,102507.0
862,11086,-117.89,33.83,35.0,2984.0,446.0,1435.0,455.0,5.6276,200800.0,<1H OCEAN,250841.01
863,19853,-119.35,36.42,18.0,1115.0,193.0,1742.0,176.0,2.7969,123800.0,INLAND,68712.0
864,16970,-122.3,37.55,35.0,3675.0,735.0,1930.0,715.0,3.9833,342800.0,NEAR OCEAN,315705.02
865,9075,-118.16,34.7,33.0,2918.0,494.0,1365.0,478.0,4.8787,127700.0,INLAND,207541.0
866,9965,-122.48,38.48,29.0,2278.0,397.0,765.0,322.0,4.6379,348200.0,INLAND,280810.0
867,2459,-119.73,36.52,20.0,1741.0,331.0,1466.0,289.0,2.5921,94200.0,INLAND,67559.0
868,17069,-122.25,37.53,16.0,4428.0,664.0,1677.0,623.0,7.6864,422500.0,NEAR BAY,403274.08
869,4697,-118.37,34.07,52.0,1084.0,247.0,468.0,255.0,3.4286,474300.0,<1H OCEAN,412099.1
870,11649,-118.04,33.85,24.0,2233.0,347.0,1162.0,355.0,5.6094,279200.0,<1H OCEAN,256418.0
871,14950,-116.95,32.74,7.0,2722.0,578.0,1429.0,574.0,3.9583,141700.0,<1H OCEAN,169898.0
872,9282,-122.58,38.1,22.0,11872.0,2300.0,5600.0,2200.0,4.6463,276300.0,NEAR BAY,250432.0
873,5332,-118.47,34.04,21.0,5041.0,1491.0,2719.0,1420.0,3.5335,268800.0,<1H OCEAN,350310.14
874,7500,-118.25,33.92,44.0,1137.0,235.0,747.0,225.0,2.0,92600.0,<1H OCEAN,96719.0
875,13570,-117.29,34.14,52.0,1683.0,266.0,646.0,256.0,4.0481,97300.0,INLAND,137701.0
876,2386,-119.49,37.1,24.0,2532.0,555.0,1564.0,507.0,2.3359,92400.0,INLAND,88004.0
877,19214,-122.7,38.45,26.0,2011.0,557.0,855.0,530.0,1.125,233300.0,<1H OCEAN,166603.0
878,17837,-121.9,37.44,12.0,4228.0,734.0,2594.0,732.0,6.6086,299400.0,<1H OCEAN,319548.08
879,13937,-117.27,34.24,34.0,3687.0,756.0,941.0,367.0,2.875,117600.0,INLAND,99892.0
880,16456,-121.27,38.12,44.0,2356.0,482.0,1043.0,443.0,2.4949,108000.0,INLAND,95214.0
881,17259,-119.72,34.42,31.0,1524.0,383.0,1257.0,398.0,2.6019,250000.0,NEAR OCEAN,233403.0
882,2511,-119.54,36.51,36.0,49.0,7.0,28.0,2.0,4.625,162500.0,INLAND,141006.0
883,5527,-118.41,33.97,44.0,2298.0,388.0,849.0,360.0,5.5941,363500.0,<1H OCEAN,383441.18
884,19660,-120.85,37.51,15.0,1131.0,285.0,728.0,281.0,1.5531,93100.0,INLAND,110649.0
885,15821,-122.42,37.75,52.0,1207.0,302.0,1008.0,269.0,3.3816,262500.0,NEAR BAY,263932.0
886,5086,-118.28,33.98,47.0,865.0,193.0,782.0,217.0,2.2411,93000.0,<1H OCEAN,121257.0
887,7648,-118.27,33.82,39.0,1357.0,249.0,763.0,229.0,4.25,200300.0,<1H OCEAN,185448.0
888,14971,-117.01,32.73,22.0,2526.0,530.0,1556.0,529.0,2.8646,120800.0,NEAR OCEAN,134381.0
889,161,-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,218400.0,NEAR BAY,221309.0
890,8574,-118.44,33.88,35.0,2020.0,451.0,724.0,399.0,6.6494,500001.0,NEAR OCEAN,472117.48
891,8710,-118.35,33.85,35.0,1248.0,206.0,551.0,185.0,5.6426,348200.0,<1H OCEAN,316101.01
892,1744,-122.35,37.96,35.0,1326.0,346.0,1023.0,295.0,2.0724,97700.0,NEAR BAY,107331.0
893,3770,-118.43,34.16,41.0,2050.0,478.0,850.0,490.0,3.4208,343400.0,<1H OCEAN,333411.04
894,8485,-118.3,33.93,29.0,2228.0,396.0,1140.0,352.0,3.7969,169400.0,<1H OCEAN,167801.0
895,13067,-121.28,38.53,18.0,224.0,38.0,95.0,41.0,3.1042,165000.0,INLAND,126652.0
896,15245,-117.27,33.0,36.0,2426.0,454.0,1085.0,420.0,5.1523,387800.0,NEAR OCEAN,352570.3
897,16863,-122.41,37.63,35.0,865.0,226.0,602.0,217.0,3.0,229100.0,NEAR OCEAN,269749.04
898,14627,-117.18,32.76,8.0,3694.0,997.0,1297.0,807.0,3.6492,158900.0,NEAR OCEAN,218106.01
899,5488,-118.45,33.99,45.0,1132.0,269.0,654.0,264.0,4.5673,343100.0,<1H OCEAN,339361.03
900,14701,-117.07,32.8,36.0,2028.0,349.0,820.0,352.0,3.9828,168900.0,<1H OCEAN,166047.0
901,12736,-121.34,38.59,22.0,3273.0,480.0,1151.0,463.0,8.05,380000.0,INLAND,332255.02
902,3952,-118.64,34.22,16.0,4312.0,574.0,1902.0,574.0,8.4438,390000.0,<1H OCEAN,429289.14
903,10184,-117.94,33.88,46.0,1747.0,312.0,770.0,296.0,5.4217,256000.0,<1H OCEAN,280605.11
904,18011,-121.98,37.27,25.0,3075.0,564.0,1633.0,543.0,5.2528,269400.0,<1H OCEAN,281250.0
905,14989,-117.02,32.73,22.0,5201.0,865.0,3280.0,817.0,4.7952,141400.0,NEAR OCEAN,173392.0
906,6695,-118.09,34.15,45.0,1345.0,356.0,749.0,327.0,2.8007,210900.0,INLAND,222746.0
907,9395,-122.52,37.89,17.0,4363.0,1041.0,1640.0,989.0,3.9531,417600.0,NEAR BAY,348028.02
908,13683,-117.24,34.14,6.0,2383.0,606.0,1301.0,488.0,3.016,107500.0,INLAND,114574.0
909,3939,-118.58,34.21,27.0,2209.0,353.0,1034.0,344.0,4.7125,250900.0,<1H OCEAN,229569.0
910,7114,-118.02,33.92,34.0,2169.0,418.0,1169.0,406.0,3.2222,218700.0,<1H OCEAN,190712.0
911,11039,-117.82,33.82,22.0,3173.0,372.0,1181.0,355.0,8.3637,500001.0,<1H OCEAN,371081.01
912,11115,-117.87,33.84,23.0,1678.0,369.0,912.0,347.0,4.5,237300.0,<1H OCEAN,214741.0
913,9292,-122.45,38.01,36.0,4501.0,832.0,2196.0,800.0,4.3182,252700.0,NEAR BAY,289249.01
914,2798,-117.69,36.13,25.0,1709.0,439.0,632.0,292.0,1.7868,45500.0,INLAND,82773.98
915,7192,-118.18,34.03,26.0,859.0,255.0,835.0,232.0,1.1929,143800.0,<1H OCEAN,164295.0
916,15723,-122.44,37.78,37.0,1235.0,314.0,481.0,297.0,3.6875,492300.0,NEAR BAY,385691.03
917,6136,-117.99,34.08,35.0,1032.0,207.0,954.0,191.0,2.8906,134800.0,INLAND,153794.0
918,17291,-119.63,34.4,29.0,3865.0,814.0,1266.0,613.0,6.0069,500001.0,<1H OCEAN,396257.3
919,19098,-122.62,38.24,33.0,1369.0,280.0,758.0,246.0,4.0341,156500.0,<1H OCEAN,212257.0
920,9930,-122.33,38.29,14.0,3541.0,499.0,1577.0,459.0,5.3351,269900.0,NEAR BAY,216774.0
921,2266,-119.82,36.79,35.0,1474.0,291.0,709.0,294.0,2.6522,65900.0,INLAND,72491.0
922,3947,-118.61,34.21,41.0,1058.0,228.0,778.0,245.0,3.3534,180500.0,<1H OCEAN,196642.0
923,9405,-122.53,37.87,20.0,1814.0,282.0,658.0,253.0,7.9977,400000.0,NEAR BAY,403097.02
924,7521,-118.26,33.91,39.0,967.0,256.0,903.0,256.0,1.9038,93100.0,<1H OCEAN,98625.0
925,17631,-121.92,37.28,27.0,3028.0,486.0,1284.0,498.0,4.5833,308800.0,<1H OCEAN,292819.01
926,9618,-120.46,37.29,30.0,2972.0,635.0,1940.0,590.0,2.3594,72300.0,INLAND,84977.0
927,18651,-121.97,36.97,24.0,3665.0,870.0,1954.0,833.0,2.8036,228500.0,NEAR OCEAN,236543.0
928,14338,-117.16,32.73,52.0,1863.0,559.0,906.0,493.0,1.9203,195800.0,NEAR OCEAN,169999.0
929,8217,-118.19,33.78,24.0,225.0,72.0,439.0,71.0,2.8533,137500.0,NEAR OCEAN,211309.03
930,14268,-117.11,32.69,39.0,395.0,159.0,620.0,162.0,2.725,86500.0,NEAR OCEAN,112721.0
931,11099,-117.88,33.82,17.0,2247.0,705.0,1382.0,618.0,3.8631,225000.0,<1H OCEAN,194074.0
932,16773,-122.48,37.69,43.0,2661.0,455.0,1384.0,456.0,4.2421,257500.0,NEAR OCEAN,252081.0
933,6645,-118.15,34.17,36.0,930.0,280.0,1024.0,300.0,1.0846,146400.0,<1H OCEAN,179019.02
934,10477,-117.7,33.6,16.0,2092.0,489.0,877.0,392.0,3.0461,216900.0,<1H OCEAN,147027.0
935,12416,-116.22,33.73,38.0,1695.0,352.0,1279.0,305.0,2.1217,68500.0,INLAND,66106.0
936,2966,-119.07,35.34,16.0,4201.0,786.0,1667.0,724.0,4.8839,134100.0,INLAND,151567.0
937,9546,-120.71,37.38,14.0,1979.0,432.0,1756.0,382.0,2.6923,71400.0,INLAND,90559.0
938,16326,-121.36,37.99,8.0,1801.0,380.0,684.0,350.0,4.2589,134900.0,INLAND,171118.0
939,15329,-117.3,33.23,13.0,3619.0,791.0,1759.0,806.0,2.765,98500.0,<1H OCEAN,132346.0
940,7740,-118.15,33.94,37.0,1594.0,321.0,1003.0,323.0,3.3289,199700.0,<1H OCEAN,204264.0
941,6672,-118.11,34.15,40.0,1950.0,509.0,1038.0,438.0,2.6172,196100.0,<1H OCEAN,190941.01
942,14122,-117.1,32.74,30.0,1772.0,500.0,1389.0,447.0,2.3641,94100.0,NEAR OCEAN,115430.0
943,19163,-122.67,38.33,4.0,8072.0,1606.0,4323.0,1475.0,3.9518,220300.0,<1H OCEAN,205703.0
944,6849,-118.14,34.06,37.0,1339.0,258.0,706.0,238.0,4.7569,253800.0,<1H OCEAN,225403.0
945,4935,-118.27,34.0,43.0,1638.0,434.0,1213.0,390.0,1.3403,110800.0,<1H OCEAN,107083.0
946,5677,-118.31,33.67,42.0,1297.0,246.0,611.0,242.0,5.3074,401900.0,NEAR OCEAN,367340.27
947,18767,-122.23,40.57,18.0,1633.0,243.0,750.0,252.0,5.1585,150800.0,INLAND,170161.0
948,14745,-117.04,32.58,14.0,2355.0,406.0,1883.0,401.0,5.0311,152100.0,NEAR OCEAN,163315.0
949,8924,-118.51,34.0,52.0,1241.0,502.0,679.0,459.0,2.3098,500001.0,<1H OCEAN,367370.22
950,11507,-118.09,33.74,44.0,1671.0,390.0,871.0,367.0,4.6369,422200.0,NEAR OCEAN,384154.12
951,19973,-118.93,36.19,30.0,2685.0,546.0,951.0,523.0,2.6184,113900.0,INLAND,80750.0
952,14353,-117.22,32.75,26.0,696.0,185.0,384.0,184.0,2.6121,125000.0,NEAR OCEAN,211101.03
953,809,-122.04,37.62,35.0,1032.0,173.0,453.0,176.0,6.396,208500.0,NEAR BAY,372378.05
954,13712,-117.22,34.07,8.0,3065.0,692.0,1440.0,666.0,3.2368,129200.0,INLAND,114154.0
955,13951,-117.13,34.24,17.0,2828.0,506.0,673.0,274.0,5.2563,144100.0,INLAND,153334.02
956,14274,-117.13,32.7,48.0,786.0,230.0,917.0,231.0,1.875,75600.0,NEAR OCEAN,92155.0
957,15752,-122.44,37.77,52.0,3475.0,807.0,1518.0,777.0,3.6186,500001.0,NEAR BAY,460459.61
958,7390,-118.24,33.96,34.0,1724.0,432.0,1876.0,416.0,2.1078,100600.0,<1H OCEAN,104148.0
959,2975,-119.08,35.32,8.0,11609.0,2141.0,5696.0,2100.0,5.0012,106300.0,INLAND,141318.0
960,20228,-119.29,34.28,38.0,2387.0,748.0,1537.0,741.0,2.3147,192500.0,NEAR OCEAN,203392.0
961,4905,-118.26,34.01,47.0,1269.0,323.0,1628.0,325.0,1.5089,115800.0,<1H OCEAN,112337.0
962,18339,-122.14,37.44,52.0,3117.0,468.0,1114.0,421.0,6.6756,500001.0,NEAR BAY,471863.69
963,14787,-117.13,32.58,27.0,2511.0,615.0,1427.0,576.0,3.1645,156000.0,NEAR OCEAN,151447.0
964,3219,-119.67,36.33,19.0,1241.0,244.0,850.0,237.0,2.9375,81700.0,INLAND,71271.0
965,15662,-122.43,37.81,39.0,3275.0,837.0,1137.0,725.0,3.7679,500001.0,NEAR BAY,424704.47
966,12756,-121.39,38.63,30.0,2930.0,739.0,1661.0,668.0,2.7813,118900.0,INLAND,117693.0
967,8610,-118.36,33.86,37.0,1768.0,314.0,802.0,290.0,5.0784,295900.0,<1H OCEAN,288230.01
968,8461,-118.33,33.92,23.0,969.0,288.0,670.0,251.0,3.267,185400.0,<1H OCEAN,185535.0
969,9024,-118.79,34.14,7.0,3003.0,504.0,1143.0,466.0,5.8548,500001.0,NEAR OCEAN,372430.08
970,5933,-117.82,34.13,27.0,3770.0,573.0,1606.0,562.0,6.1321,309700.0,INLAND,246581.0
971,12452,-114.57,33.57,20.0,1454.0,326.0,624.0,262.0,1.925,65500.0,INLAND,60628.0
972,6691,-118.08,34.13,46.0,1238.0,147.0,377.0,145.0,8.4546,500001.0,INLAND,458460.51
973,5988,-117.72,34.1,32.0,3241.0,895.0,1592.0,810.0,2.4952,181800.0,INLAND,136366.0
974,7516,-118.25,33.91,36.0,1950.0,365.0,1125.0,374.0,3.1111,119300.0,<1H OCEAN,123095.0
975,20539,-121.71,38.56,20.0,8627.0,1516.0,4071.0,1466.0,4.2198,164100.0,INLAND,184386.0
976,1361,-122.02,38.02,44.0,1465.0,247.0,817.0,237.0,4.8693,156900.0,NEAR BAY,196791.0
977,18246,-122.08,37.39,4.0,2292.0,,1050.0,584.0,4.8036,340000.0,NEAR BAY,287098.06
978,14020,-117.16,32.74,27.0,2335.0,604.0,982.0,590.0,3.1921,261500.0,NEAR OCEAN,245401.02
979,3663,-118.37,34.24,40.0,1283.0,246.0,594.0,236.0,4.1121,229200.0,<1H OCEAN,217665.0
980,4989,-118.31,34.0,47.0,1551.0,362.0,1329.0,322.0,1.9792,116400.0,<1H OCEAN,114050.0
981,9613,-120.48,37.29,17.0,2266.0,693.0,3200.0,664.0,1.5635,60400.0,INLAND,78173.0
982,9306,-122.54,37.99,32.0,2236.0,348.0,818.0,330.0,7.3521,444000.0,NEAR BAY,392221.32
983,14692,-117.11,32.79,16.0,2574.0,771.0,1129.0,721.0,3.3849,96900.0,NEAR OCEAN,125735.0
984,4757,-118.34,34.04,35.0,2345.0,607.0,2042.0,565.0,2.5955,139700.0,<1H OCEAN,185815.0
985,17400,-120.44,34.93,15.0,868.0,244.0,1133.0,253.0,2.0995,87500.0,<1H OCEAN,111107.0
986,3588,-118.54,34.23,29.0,1753.0,342.0,1318.0,333.0,4.125,241400.0,<1H OCEAN,189602.0
987,15013,-117.05,32.76,37.0,4879.0,906.0,2076.0,871.0,3.6625,154800.0,NEAR OCEAN,162346.0
988,18519,-122.04,36.97,30.0,2695.0,424.0,1098.0,420.0,5.3972,362300.0,NEAR OCEAN,353582.04
989,9293,-122.53,38.01,27.0,3121.0,531.0,1318.0,489.0,5.4781,310900.0,NEAR BAY,280153.0
990,4086,-118.39,34.16,20.0,4084.0,1062.0,1637.0,987.0,3.2388,256300.0,<1H OCEAN,317439.01
991,4148,-118.2,34.12,52.0,1580.0,426.0,1462.0,406.0,3.3326,167600.0,<1H OCEAN,171216.0
992,16815,-122.43,37.64,42.0,4091.0,757.0,1861.0,771.0,4.207,272700.0,NEAR OCEAN,305032.0
993,13978,-116.88,34.08,52.0,3419.0,777.0,710.0,265.0,3.9028,128600.0,INLAND,141634.0
994,18226,-122.09,37.41,8.0,1480.0,414.0,856.0,445.0,2.8203,284100.0,NEAR BAY,203448.01
995,17591,-121.9,37.3,39.0,3627.0,666.0,1531.0,635.0,4.537,345900.0,<1H OCEAN,270856.0
996,19274,-122.78,38.44,14.0,4143.0,656.0,1569.0,629.0,3.9766,345300.0,<1H OCEAN,198726.0
997,9914,-122.31,38.34,19.0,4187.0,684.0,1827.0,605.0,4.5293,210400.0,NEAR BAY,200988.0
998,6048,-117.74,34.02,33.0,2318.0,464.0,1904.0,451.0,3.7454,116400.0,INLAND,137992.0
999,1498,-122.01,37.93,25.0,2652.0,335.0,1062.0,334.0,7.5898,330200.0,NEAR BAY,366041.06
1000,20401,-118.85,34.21,29.0,2195.0,414.0,1360.0,401.0,3.4773,206700.0,<1H OCEAN,204822.0
1001,9946,-122.37,38.33,29.0,1868.0,291.0,764.0,284.0,4.825,195100.0,NEAR BAY,211151.0
1002,6845,-118.11,34.07,19.0,3215.0,907.0,3072.0,870.0,2.3393,202300.0,<1H OCEAN,189295.0
1003,12953,-121.28,38.7,15.0,5828.0,1051.0,2868.0,1037.0,3.7813,143200.0,INLAND,149130.0
1004,6824,-118.1,34.08,37.0,2894.0,659.0,1977.0,636.0,2.543,208100.0,<1H OCEAN,189933.0
1005,9260,-120.07,36.96,32.0,1268.0,283.0,549.0,273.0,1.4511,65200.0,INLAND,61260.0
1006,8399,-118.37,33.95,32.0,1067.0,286.0,1053.0,277.0,2.8438,181700.0,<1H OCEAN,196207.01
1007,15640,-122.42,37.8,52.0,3823.0,1040.0,1830.0,977.0,4.2458,450000.0,NEAR BAY,491013.89
1008,20497,-118.7,34.3,23.0,2831.0,406.0,1284.0,393.0,6.1383,244100.0,<1H OCEAN,280670.01
1009,14793,-117.12,32.57,35.0,1450.0,256.0,930.0,286.0,2.6715,133300.0,NEAR OCEAN,133608.0
1010,15643,-122.42,37.8,52.0,3067.0,870.0,2122.0,850.0,2.5603,287500.0,NEAR BAY,279755.05
1011,3066,-119.25,35.78,27.0,1513.0,342.0,1346.0,323.0,2.7411,59800.0,INLAND,75120.0
1012,3291,-122.66,39.02,16.0,3715.0,810.0,943.0,510.0,1.7446,109400.0,INLAND,90780.0
1013,5472,-118.45,33.99,52.0,1010.0,244.0,573.0,242.0,4.1861,363200.0,<1H OCEAN,327592.04
1014,13311,-117.61,34.08,12.0,4427.0,,2400.0,843.0,4.7147,158700.0,INLAND,163036.0
1015,10100,-117.96,33.93,15.0,2014.0,419.0,839.0,390.0,4.7446,175400.0,<1H OCEAN,220307.0
1016,2710,-115.73,32.8,44.0,472.0,81.0,206.0,57.0,2.2083,93800.0,INLAND,73426.0
1017,6760,-118.12,34.1,34.0,2918.0,555.0,1435.0,568.0,4.2344,306300.0,<1H OCEAN,286181.01
1018,11438,-117.96,33.65,18.0,3603.0,879.0,1549.0,756.0,4.0229,363100.0,<1H OCEAN,223660.0
1019,3967,-118.57,34.2,33.0,1759.0,311.0,943.0,315.0,5.223,209200.0,<1H OCEAN,244653.0
1020,2817,-119.02,35.41,41.0,2221.0,516.0,1106.0,473.0,1.97,51900.0,INLAND,66815.0
1021,2979,-119.06,35.33,14.0,5264.0,1064.0,3278.0,1049.0,3.8117,82800.0,INLAND,92721.0
1022,15772,-122.44,37.77,52.0,3505.0,745.0,1374.0,714.0,4.3667,500001.0,NEAR BAY,466804.68
1023,14511,-117.15,32.91,14.0,1259.0,238.0,889.0,247.0,4.9464,174800.0,<1H OCEAN,185422.0
1024,5913,-118.44,34.29,30.0,1632.0,401.0,1357.0,401.0,3.1588,160100.0,<1H OCEAN,166966.0
1025,3251,-119.8,36.02,20.0,156.0,39.0,171.0,37.0,3.05,225000.0,INLAND,93199.0
1026,2147,-119.77,36.78,36.0,3616.0,779.0,1994.0,786.0,2.5434,67300.0,INLAND,71595.0
1027,5140,-118.28,33.97,38.0,1819.0,497.0,2110.0,499.0,1.6027,97300.0,<1H OCEAN,100002.0
1028,5350,-118.4,34.05,26.0,4473.0,923.0,1518.0,805.0,5.0762,500001.0,<1H OCEAN,446465.47
1029,867,-122.07,37.57,8.0,8647.0,1407.0,5019.0,1379.0,6.5615,318300.0,NEAR BAY,350393.14
1030,20612,-121.56,39.08,26.0,1377.0,289.0,761.0,267.0,1.4934,48300.0,INLAND,64324.0
1031,886,-121.98,37.54,17.0,5133.0,1375.0,3386.0,1339.0,3.1326,220800.0,<1H OCEAN,210050.0
1032,9886,-122.29,38.3,52.0,144.0,54.0,89.0,48.0,1.0096,162500.0,NEAR BAY,201658.03
1033,7831,-118.15,33.9,20.0,2850.0,737.0,1855.0,662.0,2.809,144600.0,<1H OCEAN,183149.0
1034,18145,-122.04,37.34,28.0,3081.0,460.0,1260.0,461.0,7.5372,432600.0,<1H OCEAN,426343.27
1035,3520,-118.49,34.27,34.0,4877.0,815.0,2521.0,781.0,5.5714,225900.0,<1H OCEAN,269768.01
1036,14061,-117.12,32.74,46.0,1898.0,441.0,978.0,439.0,3.2708,155200.0,NEAR OCEAN,162449.0
1037,2851,-118.95,35.38,35.0,2220.0,388.0,906.0,373.0,3.5938,95200.0,INLAND,90227.0
1038,18217,-122.08,37.4,23.0,806.0,158.0,373.0,156.0,5.9291,284600.0,NEAR BAY,340136.07
1039,7608,-118.26,33.88,40.0,519.0,102.0,330.0,95.0,3.0972,108500.0,<1H OCEAN,130414.0
1040,2286,-119.76,36.79,32.0,2463.0,468.0,1261.0,486.0,3.3281,75100.0,INLAND,89854.0
1041,7282,-118.25,33.98,39.0,1553.0,461.0,2271.0,437.0,1.7378,121900.0,<1H OCEAN,100338.0
1042,2884,-118.98,35.38,24.0,1807.0,465.0,1460.0,410.0,1.4786,54800.0,INLAND,51137.0
1043,3160,-118.92,35.13,29.0,1297.0,262.0,909.0,253.0,1.9236,106300.0,INLAND,56416.0
1044,8107,-118.21,33.8,44.0,1387.0,280.0,984.0,302.0,4.25,143100.0,NEAR OCEAN,185957.0
1045,5809,-118.27,34.15,7.0,2837.0,776.0,2287.0,736.0,3.008,229000.0,<1H OCEAN,225975.0
1046,3250,-119.96,35.99,25.0,1047.0,270.0,1505.0,286.0,2.0976,47700.0,INLAND,52417.97
1047,6371,-118.0,34.15,48.0,3436.0,673.0,1540.0,648.0,4.275,256800.0,INLAND,251884.0
1048,16751,-122.46,37.71,45.0,1799.0,394.0,1436.0,389.0,3.65,239900.0,NEAR OCEAN,236324.0
1049,12977,-121.32,38.67,31.0,2532.0,479.0,1396.0,467.0,4.0417,114500.0,INLAND,124035.0
1050,7012,-118.07,33.96,30.0,928.0,230.0,913.0,214.0,2.6991,147100.0,<1H OCEAN,159992.0
1051,15039,-117.0,32.77,35.0,2114.0,317.0,881.0,320.0,5.5,241400.0,<1H OCEAN,211597.0
1052,905,-121.99,37.54,18.0,3584.0,715.0,1673.0,661.0,3.9444,240100.0,<1H OCEAN,228876.01
1053,16403,-121.19,38.04,35.0,703.0,117.0,290.0,107.0,3.225,177100.0,INLAND,145250.0
